"20200102",,,,,,,"MONTHLY","215",""
"20200102",,,,,,,"WEEKLY","7",""
"20200102",,,,,,,"ALLDAY","24",""
"2265008005",,,,,,,"MONTHLY","727",""
"2265008005",,,,,,,"WEEKLY","747",""
"2265008005",,,,,,,"ALLDAY","777",""
"2270008005",,,,,,,"MONTHLY","727",""
"2270008005",,,,,,,"WEEKLY","747",""
"2270008005",,,,,,,"ALLDAY","777",""
"2275001000",,,,,,,"MONTHLY","727",""
"2275001000",,,,,,,"WEEKLY","747",""
"2275001000",,,,,,,"ALLDAY","777",""
"2275020000",,,,,,,"MONTHLY","727",""
"2275020000",,,,,,,"WEEKLY","747",""
"2275020000",,,,,,,"ALLDAY","777",""
"2275050011",,,,,,,"MONTHLY","727",""
"2275050011",,,,,,,"WEEKLY","747",""
"2275050011",,,,,,,"ALLDAY","777",""
"2275050012",,,,,,,"MONTHLY","727",""
"2275050012",,,,,,,"WEEKLY","747",""
"2275050012",,,,,,,"ALLDAY","777",""
"2275060011",,,,,,,"MONTHLY","727",""
"2275060011",,,,,,,"WEEKLY","747",""
"2275060011",,,,,,,"ALLDAY","777",""
"2275060012",,,,,,,"MONTHLY","727",""
"2275060012",,,,,,,"WEEKLY","747",""
"2275060012",,,,,,,"ALLDAY","777",""
"2275070000",,,,,,,"MONTHLY","727",""
"2275070000",,,,,,,"WEEKLY","747",""
"2275070000",,,,,,,"ALLDAY","777",""
"2280201113",,,,,,,"MONTHLY","1000",""
"2280201113",,,,,,,"WEEKLY","7",""
"2280201113",,,,,,,"ALLDAY","24",""
"2280201114",,,,,,,"MONTHLY","1000",""
"2280201114",,,,,,,"WEEKLY","7",""
"2280201114",,,,,,,"ALLDAY","24",""
"2280201123",,,,,,,"MONTHLY","1000",""
"2280201123",,,,,,,"WEEKLY","7",""
"2280201123",,,,,,,"ALLDAY","24",""
"2280201124",,,,,,,"MONTHLY","1000",""
"2280201124",,,,,,,"WEEKLY","7",""
"2280201124",,,,,,,"ALLDAY","24",""
"2280202113",,,,,,,"MONTHLY","1000",""
"2280202113",,,,,,,"WEEKLY","7",""
"2280202113",,,,,,,"ALLDAY","24",""
"2280202114",,,,,,,"MONTHLY","1000",""
"2280202114",,,,,,,"WEEKLY","7",""
"2280202114",,,,,,,"ALLDAY","24",""
"2280202123",,,,,,,"MONTHLY","1000",""
"2280202123",,,,,,,"WEEKLY","7",""
"2280202123",,,,,,,"ALLDAY","24",""
"2280202124",,,,,,,"MONTHLY","1000",""
"2280202124",,,,,,,"WEEKLY","7",""
"2280202124",,,,,,,"ALLDAY","24",""
"2280202313",,,,,,,"MONTHLY","1000",""
"2280202313",,,,,,,"WEEKLY","7",""
"2280202313",,,,,,,"ALLDAY","24",""
"2280202314",,,,,,,"MONTHLY","1000",""
"2280202314",,,,,,,"WEEKLY","7",""
"2280202314",,,,,,,"ALLDAY","24",""
"2280202323",,,,,,,"MONTHLY","1000",""
"2280202323",,,,,,,"WEEKLY","7",""
"2280202323",,,,,,,"ALLDAY","24",""
"2280202324",,,,,,,"MONTHLY","1000",""
"2280202324",,,,,,,"WEEKLY","7",""
"2280202324",,,,,,,"ALLDAY","24",""
"2280203113",,,,,,,"MONTHLY","1000",""
"2280203113",,,,,,,"WEEKLY","7",""
"2280203113",,,,,,,"ALLDAY","24",""
"2280203114",,,,,,,"MONTHLY","1000",""
"2280203114",,,,,,,"WEEKLY","7",""
"2280203114",,,,,,,"ALLDAY","24",""
"2280203123",,,,,,,"MONTHLY","1000",""
"2280203123",,,,,,,"WEEKLY","7",""
"2280203123",,,,,,,"ALLDAY","24",""
"2280203124",,,,,,,"MONTHLY","1000",""
"2280203124",,,,,,,"WEEKLY","7",""
"2280203124",,,,,,,"ALLDAY","24",""
"2280203313",,,,,,,"MONTHLY","1000",""
"2280203313",,,,,,,"WEEKLY","7",""
"2280203313",,,,,,,"ALLDAY","24",""
"2280203314",,,,,,,"MONTHLY","1000",""
"2280203314",,,,,,,"WEEKLY","7",""
"2280203314",,,,,,,"ALLDAY","24",""
"2280203323",,,,,,,"MONTHLY","1000",""
"2280203323",,,,,,,"WEEKLY","7",""
"2280203323",,,,,,,"ALLDAY","24",""
"2280203324",,,,,,,"MONTHLY","1000",""
"2280203324",,,,,,,"WEEKLY","7",""
"2280203324",,,,,,,"ALLDAY","24",""
"2280204113",,,,,,,"MONTHLY","1000",""
"2280204113",,,,,,,"WEEKLY","7",""
"2280204113",,,,,,,"ALLDAY","24",""
"2280204114",,,,,,,"MONTHLY","1000",""
"2280204114",,,,,,,"WEEKLY","7",""
"2280204114",,,,,,,"ALLDAY","24",""
"2280204123",,,,,,,"MONTHLY","1000",""
"2280204123",,,,,,,"WEEKLY","7",""
"2280204123",,,,,,,"ALLDAY","24",""
"2280204124",,,,,,,"MONTHLY","1000",""
"2280204124",,,,,,,"WEEKLY","7",""
"2280204124",,,,,,,"ALLDAY","24",""
"2280204313",,,,,,,"MONTHLY","1000",""
"2280204313",,,,,,,"WEEKLY","7",""
"2280204313",,,,,,,"ALLDAY","24",""
"2280204314",,,,,,,"MONTHLY","1000",""
"2280204314",,,,,,,"WEEKLY","7",""
"2280204314",,,,,,,"ALLDAY","24",""
"2280204323",,,,,,,"MONTHLY","1000",""
"2280204323",,,,,,,"WEEKLY","7",""
"2280204323",,,,,,,"ALLDAY","24",""
"2280204324",,,,,,,"MONTHLY","1000",""
"2280204324",,,,,,,"WEEKLY","7",""
"2280204324",,,,,,,"ALLDAY","24",""
"2280205113",,,,,,,"MONTHLY","1000",""
"2280205113",,,,,,,"WEEKLY","7",""
"2280205113",,,,,,,"ALLDAY","24",""
"2280205114",,,,,,,"MONTHLY","1000",""
"2280205114",,,,,,,"WEEKLY","7",""
"2280205114",,,,,,,"ALLDAY","24",""
"2280205123",,,,,,,"MONTHLY","1000",""
"2280205123",,,,,,,"WEEKLY","7",""
"2280205123",,,,,,,"ALLDAY","24",""
"2280205124",,,,,,,"MONTHLY","1000",""
"2280205124",,,,,,,"WEEKLY","7",""
"2280205124",,,,,,,"ALLDAY","24",""
"2280205313",,,,,,,"MONTHLY","1000",""
"2280205313",,,,,,,"WEEKLY","7",""
"2280205313",,,,,,,"ALLDAY","24",""
"2280205314",,,,,,,"MONTHLY","1000",""
"2280205314",,,,,,,"WEEKLY","7",""
"2280205314",,,,,,,"ALLDAY","24",""
"2280205323",,,,,,,"MONTHLY","1000",""
"2280205323",,,,,,,"WEEKLY","7",""
"2280205323",,,,,,,"ALLDAY","24",""
"2280205324",,,,,,,"MONTHLY","1000",""
"2280205324",,,,,,,"WEEKLY","7",""
"2280205324",,,,,,,"ALLDAY","24",""
"2280206113",,,,,,,"MONTHLY","1000",""
"2280206113",,,,,,,"WEEKLY","7",""
"2280206113",,,,,,,"ALLDAY","24",""
"2280206114",,,,,,,"MONTHLY","1000",""
"2280206114",,,,,,,"WEEKLY","7",""
"2280206114",,,,,,,"ALLDAY","24",""
"2280206123",,,,,,,"MONTHLY","1000",""
"2280206123",,,,,,,"WEEKLY","7",""
"2280206123",,,,,,,"ALLDAY","24",""
"2280206124",,,,,,,"MONTHLY","1000",""
"2280206124",,,,,,,"WEEKLY","7",""
"2280206124",,,,,,,"ALLDAY","24",""
"2280206313",,,,,,,"MONTHLY","1000",""
"2280206313",,,,,,,"WEEKLY","7",""
"2280206313",,,,,,,"ALLDAY","24",""
"2280206314",,,,,,,"MONTHLY","1000",""
"2280206314",,,,,,,"WEEKLY","7",""
"2280206314",,,,,,,"ALLDAY","24",""
"2280206323",,,,,,,"MONTHLY","1000",""
"2280206323",,,,,,,"WEEKLY","7",""
"2280206323",,,,,,,"ALLDAY","24",""
"2280206324",,,,,,,"MONTHLY","1000",""
"2280206324",,,,,,,"WEEKLY","7",""
"2280206324",,,,,,,"ALLDAY","24",""
"2280207113",,,,,,,"MONTHLY","1000",""
"2280207113",,,,,,,"WEEKLY","7",""
"2280207113",,,,,,,"ALLDAY","24",""
"2280207114",,,,,,,"MONTHLY","1000",""
"2280207114",,,,,,,"WEEKLY","7",""
"2280207114",,,,,,,"ALLDAY","24",""
"2280207123",,,,,,,"MONTHLY","1000",""
"2280207123",,,,,,,"WEEKLY","7",""
"2280207123",,,,,,,"ALLDAY","24",""
"2280207124",,,,,,,"MONTHLY","1000",""
"2280207124",,,,,,,"WEEKLY","7",""
"2280207124",,,,,,,"ALLDAY","24",""
"2280207313",,,,,,,"MONTHLY","1000",""
"2280207313",,,,,,,"WEEKLY","7",""
"2280207313",,,,,,,"ALLDAY","24",""
"2280207314",,,,,,,"MONTHLY","1000",""
"2280207314",,,,,,,"WEEKLY","7",""
"2280207314",,,,,,,"ALLDAY","24",""
"2280207323",,,,,,,"MONTHLY","1000",""
"2280207323",,,,,,,"WEEKLY","7",""
"2280207323",,,,,,,"ALLDAY","24",""
"2280207324",,,,,,,"MONTHLY","1000",""
"2280207324",,,,,,,"WEEKLY","7",""
"2280207324",,,,,,,"ALLDAY","24",""
"2280208113",,,,,,,"MONTHLY","1000",""
"2280208113",,,,,,,"WEEKLY","7",""
"2280208113",,,,,,,"ALLDAY","24",""
"2280208114",,,,,,,"MONTHLY","1000",""
"2280208114",,,,,,,"WEEKLY","7",""
"2280208114",,,,,,,"ALLDAY","24",""
"2280208123",,,,,,,"MONTHLY","1000",""
"2280208123",,,,,,,"WEEKLY","7",""
"2280208123",,,,,,,"ALLDAY","24",""
"2280208124",,,,,,,"MONTHLY","1000",""
"2280208124",,,,,,,"WEEKLY","7",""
"2280208124",,,,,,,"ALLDAY","24",""
"2280209113",,,,,,,"MONTHLY","1000",""
"2280209113",,,,,,,"WEEKLY","7",""
"2280209113",,,,,,,"ALLDAY","24",""
"2280209114",,,,,,,"MONTHLY","1000",""
"2280209114",,,,,,,"WEEKLY","7",""
"2280209114",,,,,,,"ALLDAY","24",""
"2280209123",,,,,,,"MONTHLY","1000",""
"2280209123",,,,,,,"WEEKLY","7",""
"2280209123",,,,,,,"ALLDAY","24",""
"2280209124",,,,,,,"MONTHLY","1000",""
"2280209124",,,,,,,"WEEKLY","7",""
"2280209124",,,,,,,"ALLDAY","24",""
"2280209313",,,,,,,"MONTHLY","1000",""
"2280209313",,,,,,,"WEEKLY","7",""
"2280209313",,,,,,,"ALLDAY","24",""
"2280209314",,,,,,,"MONTHLY","1000",""
"2280209314",,,,,,,"WEEKLY","7",""
"2280209314",,,,,,,"ALLDAY","24",""
"2280209323",,,,,,,"MONTHLY","1000",""
"2280209323",,,,,,,"WEEKLY","7",""
"2280209323",,,,,,,"ALLDAY","24",""
"2280209324",,,,,,,"MONTHLY","1000",""
"2280209324",,,,,,,"WEEKLY","7",""
"2280209324",,,,,,,"ALLDAY","24",""
"2280210113",,,,,,,"MONTHLY","1000",""
"2280210113",,,,,,,"WEEKLY","7",""
"2280210113",,,,,,,"ALLDAY","24",""
"2280210114",,,,,,,"MONTHLY","1000",""
"2280210114",,,,,,,"WEEKLY","7",""
"2280210114",,,,,,,"ALLDAY","24",""
"2280210123",,,,,,,"MONTHLY","1000",""
"2280210123",,,,,,,"WEEKLY","7",""
"2280210123",,,,,,,"ALLDAY","24",""
"2280210124",,,,,,,"MONTHLY","1000",""
"2280210124",,,,,,,"WEEKLY","7",""
"2280210124",,,,,,,"ALLDAY","24",""
"2280210313",,,,,,,"MONTHLY","1000",""
"2280210313",,,,,,,"WEEKLY","7",""
"2280210313",,,,,,,"ALLDAY","24",""
"2280210314",,,,,,,"MONTHLY","1000",""
"2280210314",,,,,,,"WEEKLY","7",""
"2280210314",,,,,,,"ALLDAY","24",""
"2280210323",,,,,,,"MONTHLY","1000",""
"2280210323",,,,,,,"WEEKLY","7",""
"2280210323",,,,,,,"ALLDAY","24",""
"2280210324",,,,,,,"MONTHLY","1000",""
"2280210324",,,,,,,"WEEKLY","7",""
"2280210324",,,,,,,"ALLDAY","24",""
"2280211113",,,,,,,"MONTHLY","1000",""
"2280211113",,,,,,,"WEEKLY","7",""
"2280211113",,,,,,,"ALLDAY","24",""
"2280211114",,,,,,,"MONTHLY","1000",""
"2280211114",,,,,,,"WEEKLY","7",""
"2280211114",,,,,,,"ALLDAY","24",""
"2280211123",,,,,,,"MONTHLY","1000",""
"2280211123",,,,,,,"WEEKLY","7",""
"2280211123",,,,,,,"ALLDAY","24",""
"2280211124",,,,,,,"MONTHLY","1000",""
"2280211124",,,,,,,"WEEKLY","7",""
"2280211124",,,,,,,"ALLDAY","24",""
"2280211313",,,,,,,"MONTHLY","1000",""
"2280211313",,,,,,,"WEEKLY","7",""
"2280211313",,,,,,,"ALLDAY","24",""
"2280211314",,,,,,,"MONTHLY","1000",""
"2280211314",,,,,,,"WEEKLY","7",""
"2280211314",,,,,,,"ALLDAY","24",""
"2280211323",,,,,,,"MONTHLY","1000",""
"2280211323",,,,,,,"WEEKLY","7",""
"2280211323",,,,,,,"ALLDAY","24",""
"2280211324",,,,,,,"MONTHLY","1000",""
"2280211324",,,,,,,"WEEKLY","7",""
"2280211324",,,,,,,"ALLDAY","24",""
"2280212113",,,,,,,"MONTHLY","1000",""
"2280212113",,,,,,,"WEEKLY","7",""
"2280212113",,,,,,,"ALLDAY","24",""
"2280212114",,,,,,,"MONTHLY","1000",""
"2280212114",,,,,,,"WEEKLY","7",""
"2280212114",,,,,,,"ALLDAY","24",""
"2280212123",,,,,,,"MONTHLY","1000",""
"2280212123",,,,,,,"WEEKLY","7",""
"2280212123",,,,,,,"ALLDAY","24",""
"2280212124",,,,,,,"MONTHLY","1000",""
"2280212124",,,,,,,"WEEKLY","7",""
"2280212124",,,,,,,"ALLDAY","24",""
"2280213113",,,,,,,"MONTHLY","1000",""
"2280213113",,,,,,,"WEEKLY","7",""
"2280213113",,,,,,,"ALLDAY","24",""
"2280213114",,,,,,,"MONTHLY","1000",""
"2280213114",,,,,,,"WEEKLY","7",""
"2280213114",,,,,,,"ALLDAY","24",""
"2280213123",,,,,,,"MONTHLY","1000",""
"2280213123",,,,,,,"WEEKLY","7",""
"2280213123",,,,,,,"ALLDAY","24",""
"2280213124",,,,,,,"MONTHLY","1000",""
"2280213124",,,,,,,"WEEKLY","7",""
"2280213124",,,,,,,"ALLDAY","24",""
"2280213313",,,,,,,"MONTHLY","1000",""
"2280213313",,,,,,,"WEEKLY","7",""
"2280213313",,,,,,,"ALLDAY","24",""
"2280213314",,,,,,,"MONTHLY","1000",""
"2280213314",,,,,,,"WEEKLY","7",""
"2280213314",,,,,,,"ALLDAY","24",""
"2280213323",,,,,,,"MONTHLY","1000",""
"2280213323",,,,,,,"WEEKLY","7",""
"2280213323",,,,,,,"ALLDAY","24",""
"2280213324",,,,,,,"MONTHLY","1000",""
"2280213324",,,,,,,"WEEKLY","7",""
"2280213324",,,,,,,"ALLDAY","24",""
"2280214113",,,,,,,"MONTHLY","1000",""
"2280214113",,,,,,,"WEEKLY","7",""
"2280214113",,,,,,,"ALLDAY","24",""
"2280214114",,,,,,,"MONTHLY","1000",""
"2280214114",,,,,,,"WEEKLY","7",""
"2280214114",,,,,,,"ALLDAY","24",""
"2280214123",,,,,,,"MONTHLY","1000",""
"2280214123",,,,,,,"WEEKLY","7",""
"2280214123",,,,,,,"ALLDAY","24",""
"2280214124",,,,,,,"MONTHLY","1000",""
"2280214124",,,,,,,"WEEKLY","7",""
"2280214124",,,,,,,"ALLDAY","24",""
"2280214313",,,,,,,"MONTHLY","1000",""
"2280214313",,,,,,,"WEEKLY","7",""
"2280214313",,,,,,,"ALLDAY","24",""
"2280214314",,,,,,,"MONTHLY","1000",""
"2280214314",,,,,,,"WEEKLY","7",""
"2280214314",,,,,,,"ALLDAY","24",""
"2280214323",,,,,,,"MONTHLY","1000",""
"2280214323",,,,,,,"WEEKLY","7",""
"2280214323",,,,,,,"ALLDAY","24",""
"2280214324",,,,,,,"MONTHLY","1000",""
"2280214324",,,,,,,"WEEKLY","7",""
"2280214324",,,,,,,"ALLDAY","24",""
"2280215313",,,,,,,"MONTHLY","1000",""
"2280215313",,,,,,,"WEEKLY","7",""
"2280215313",,,,,,,"ALLDAY","24",""
"2280215314",,,,,,,"MONTHLY","1000",""
"2280215314",,,,,,,"WEEKLY","7",""
"2280215314",,,,,,,"ALLDAY","24",""
"2280215323",,,,,,,"MONTHLY","1000",""
"2280215323",,,,,,,"WEEKLY","7",""
"2280215323",,,,,,,"ALLDAY","24",""
"2280215324",,,,,,,"MONTHLY","1000",""
"2280215324",,,,,,,"WEEKLY","7",""
"2280215324",,,,,,,"ALLDAY","24",""
"2280302313",,,,,,,"MONTHLY","1000",""
"2280302313",,,,,,,"WEEKLY","7",""
"2280302313",,,,,,,"ALLDAY","24",""
"2280302314",,,,,,,"MONTHLY","1000",""
"2280302314",,,,,,,"WEEKLY","7",""
"2280302314",,,,,,,"ALLDAY","24",""
"2280302323",,,,,,,"MONTHLY","1000",""
"2280302323",,,,,,,"WEEKLY","7",""
"2280302323",,,,,,,"ALLDAY","24",""
"2280302324",,,,,,,"MONTHLY","1000",""
"2280302324",,,,,,,"WEEKLY","7",""
